"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"The former Yugoslav Republic of Macedonia","2003","Not applicable","Not applicable","Number","4.44154482851195"
"The former Yugoslav Republic of Macedonia","2002","Not applicable","Not applicable","Number","4.45199634936299"
"The former Yugoslav Republic of Macedonia","2001","Not applicable","Not applicable","Number","3.96843309891468"
"The former Yugoslav Republic of Macedonia","2000","Not applicable","Not applicable","Number","2.98616806950207"
"The former Yugoslav Republic of Macedonia","1999","Not applicable","Not applicable","Number","2.49809894670156"
"The former Yugoslav Republic of Macedonia","1998","Not applicable","Not applicable","Number","2.00727436228894"
"The former Yugoslav Republic of Macedonia","1997","Not applicable","Not applicable","Number","2.01689349995563"
"The former Yugoslav Republic of Macedonia","1996","Not applicable","Not applicable","Number","1.52021428940623"
"Timor-Leste","2004","Not applicable","Not applicable","Number","1.9736264300157"
"Timor-Leste","2003","Not applicable","Not applicable","Number","2.09663165641239"
"Timor-Leste","2002","Not applicable","Not applicable","Number","2.23258139991784"
"Timor-Leste","2001","Not applicable","Not applicable","Number","2.35687021776302"
"Timor-Leste","2000","Not applicable","Not applicable","Number","1.22171276799797"
"Timor-Leste","1999","Not applicable","Not applicable","Number","2.47284201259666"
"Togo","2004","Not applicable","Not applicable","Number","0.164721769283113"
"Togo","2003","Not applicable","Not applicable","Number","0.169293738688004"
"Togo","2002","Not applicable","Not applicable","Number","0.174108499193442"
"Togo","2001","Not applicable","Not applicable","Number","0.179325588739357"
"Togo","2000","Not applicable","Not applicable","Number","0.185081025696835"
"Togo","1999","Not applicable","Not applicable","Number","0.191532831504546"
"Togo","1996","Not applicable","Not applicable","Number","0.214071887052247"
"Tonga","1996","Not applicable","Not applicable","Number","10.2355192990716"
"Trinidad and Tobago","2004","Not applicable","Not applicable","Number","2.27420378230412"
"Trinidad and Tobago","2003","Not applicable","Not applicable","Number","2.28200049291211"
"Trinidad and Tobago","2002","Not applicable","Not applicable","Number","2.2898595858102"
"Trinidad and Tobago","2001","Not applicable","Not applicable","Number","2.298029975503"
"Trinidad and Tobago","2000","Not applicable","Not applicable","Number","2.30672525748821"
"Trinidad and Tobago","1996","Not applicable","Not applicable","Number","3.13130174476133"
"Tunisia","2004","Not applicable","Not applicable","Number","1.00043038515169"
"Tunisia","2003","Not applicable","Not applicable","Number","0.809081944830725"
"Tunisia","2002","Not applicable","Not applicable","Number","0.715726588762213"
"Tunisia","2001","Not applicable","Not applicable","Number","0.827090351970367"
"Tunisia","2000","Not applicable","Not applicable","Number","0.731949600041826"
"Tunisia","1996","Not applicable","Not applicable","Number","0.878705859584122"
"Turkey","2004","Not applicable","Not applicable","Number","8.16385716593254"
"Turkey","2000","Not applicable","Not applicable","Number","7.95206320241146"
"Turkey","1999","Not applicable","Not applicable","Number","8.34390961126157"
"Turkey","1998","Not applicable","Not applicable","Number","14.5368674416523"
"Turkey","1997","Not applicable","Not applicable","Number","15.0905649476357"
"Turkey","1996","Not applicable","Not applicable","Number","14.5684505384499"
"Turkmenistan","2004","Not applicable","Not applicable","Number","0.419638582074802"
"Turkmenistan","2003","Not applicable","Not applicable","Number","0.425734455796417"
"Turkmenistan","2002","Not applicable","Not applicable","Number","0.431973653062952"
"Turkmenistan","2001","Not applicable","Not applicable","Number","0.438176764012017"
"Turkmenistan","2000","Not applicable","Not applicable","Number","0.444233186884459"
"Turkmenistan","1999","Not applicable","Not applicable","Number","0.449987692836601"
"Uganda","2004","Not applicable","Not applicable","Number","0.249753894296517"
"Uganda","2003","Not applicable","Not applicable","Number","0.257930173732922"
"Uganda","2002","Not applicable","Not applicable","Number","0.228271492873878"
"Uganda","2001","Not applicable","Not applicable","Number","0.235594431254428"
"Uganda","2000","Not applicable","Not applicable","Number","0.243016761473581"
"Uganda","1999","Not applicable","Not applicable","Number","0.166995431965205"
"Uganda","1998","Not applicable","Not applicable","Number","0.172025704596858"
"Uganda","1996","Not applicable","Not applicable","Number","0.0912924486492529"
"Ukraine","2004","Not applicable","Not applicable","Number","1.1632383107927"
"Ukraine","2003","Not applicable","Not applicable","Number","1.21723321002551"
"Ukraine","2002","Not applicable","Not applicable","Number","1.37421683954904"
"Ukraine","2001","Not applicable","Not applicable","Number","2.0029921812271"
"Ukraine","2000","Not applicable","Not applicable","Number","1.24860741893462"
"Ukraine","1999","Not applicable","Not applicable","Number","1.35867931341595"
"Ukraine","1998","Not applicable","Not applicable","Number","0.82344180559017"
"Ukraine","1997","Not applicable","Not applicable","Number","1.05452650128561"
"Ukraine","1996","Not applicable","Not applicable","Number","0.868231743839116"
"United Arab Emirates","2004","Not applicable","Not applicable","Number","2.28013829798823"
"United Arab Emirates","2003","Not applicable","Not applicable","Number","2.38168452841852"
"United Arab Emirates","2002","Not applicable","Not applicable","Number","2.49796693246885"
"United Arab Emirates","2001","Not applicable","Not applicable","Number","2.33619887593791"
"United Arab Emirates","2000","Not applicable","Not applicable","Number","2.46364658497009"
"United Arab Emirates","1996","Not applicable","Not applicable","Number","2.71635158281807"
"United Kingdom of Great Britain and Northern Ireland","2004","Not applicable","Not applicable","Number","1.81772858370527"
"United Kingdom of Great Britain and Northern Ireland","2003","Not applicable","Not applicable","Number","1.79301333418772"
"United Kingdom of Great Britain and Northern Ireland","2002","Not applicable","Not applicable","Number","1.80170068083911"
"United Kingdom of Great Britain and Northern Ireland","2001","Not applicable","Not applicable","Number","1.82693023044796"
"United Kingdom of Great Britain and Northern Ireland","2000","Not applicable","Not applicable","Number","1.83462590372525"
"United Kingdom of Great Britain and Northern Ireland","1999","Not applicable","Not applicable","Number","1.80739178224653"
"United Kingdom of Great Britain and Northern Ireland","1998","Not applicable","Not applicable","Number","1.67653633341641"
"United Kingdom of Great Britain and Northern Ireland","1997","Not applicable","Not applicable","Number","1.6987025670124"
"United Kingdom of Great Britain and Northern Ireland","1996","Not applicable","Not applicable","Number","1.70344575243651"
"United Republic of Tanzania","2004","Not applicable","Not applicable","Number","0.373253695924771"
"United Republic of Tanzania","2003","Not applicable","Not applicable","Number","0.355668299366555"
"United Republic of Tanzania","2002","Not applicable","Not applicable","Number","0.336935586563862"
"United Republic of Tanzania","2001","Not applicable","Not applicable","Number","0.316891577102544"
"United Republic of Tanzania","2000","Not applicable","Not applicable","Number","0.265888672471922"
"United Republic of Tanzania","1996","Not applicable","Not applicable","Number","0.0976705921888465"
"United States of America","2004","Not applicable","Not applicable","Number","5.0059984393143"
"United States of America","2003","Not applicable","Not applicable","Number","5.05042017556009"
"United States of America","2002","Not applicable","Not applicable","Number","5.07853282238915"
"United States of America","2001","Not applicable","Not applicable","Number","5.16612257760834"
"United States of America","2000","Not applicable","Not applicable","Number","5.24473558086331"
"United States of America","1999","Not applicable","Not applicable","Number","5.26076656761633"
"United States of America","1998","Not applicable","Not applicable","Number","5.33766489320331"
"United States of America","1997","Not applicable","Not applicable","Number","5.4665444653074"
"United States of America","1996","Not applicable","Not applicable","Number","5.56494678971784"
"Uruguay","1996","Not applicable","Not applicable","Number","11.1051609384601"
"Uzbekistan","2004","Not applicable","Not applicable","Number","0.190775471768664"
"Uzbekistan","2003","Not applicable","Not applicable","Number","0.154872829660563"
"Uzbekistan","2002","Not applicable","Not applicable","Number","0.117871013749654"
"Uzbekistan","2001","Not applicable","Not applicable","Number","0.119601773933511"
"Uzbekistan","1996","Not applicable","Not applicable","Number","0.128645265440423"
"Vanuatu","2004","Not applicable","Not applicable","Number","4.76376489867472"
"Vanuatu","2003","Not applicable","Not applicable","Number","4.89093221167955"
"Vanuatu","2002","Not applicable","Not applicable","Number","5.02131548423056"
"Vanuatu","2001","Not applicable","Not applicable","Number","5.1495692385332"
"Vanuatu","1996","Not applicable","Not applicable","Number","0"
"Venezuela (Bolivarian Republic of)","2004","Not applicable","Not applicable","Number","3.50338510778012"
"Venezuela (Bolivarian Republic of)","1996","Not applicable","Not applicable","Number","3.81479456288864"
"Viet Nam","1999","Not applicable","Not applicable","Number","0.0641317621427848"
"Viet Nam","1996","Not applicable","Not applicable","Number","0.134093550794811"
"Yemen","2004","Not applicable","Not applicable","Number","0.292998507660934"
"Yemen","2003","Not applicable","Not applicable","Number","0.301848839232743"
"Yemen","2002","Not applicable","Not applicable","Number","0.207311535803765"
"Yemen","2001","Not applicable","Not applicable","Number","0.213563993836757"
"Yemen","2000","Not applicable","Not applicable","Number","0.165000773028622"
"Yemen","1996","Not applicable","Not applicable","Number","0.186343262551259"
"Zambia","2004","Not applicable","Not applicable","Number","0.266198276011232"
"Zambia","2003","Not applicable","Not applicable","Number","0.271034832673936"
"Zambia","2002","Not applicable","Not applicable","Number","0.275997771042001"
"Zambia","2001","Not applicable","Not applicable","Number","0.281283165043178"
"Zambia","2000","Not applicable","Not applicable","Number","0.287057166477847"
"Zambia","1996","Not applicable","Not applicable","Number","0.315846126505217"
"Zimbabwe","2004","Not applicable","Not applicable","Number","0.230322157743961"
"Zimbabwe","2003","Not applicable","Not applicable","Number","0.231814912174216"
"Zimbabwe","2002","Not applicable","Not applicable","Number","0.233293828911638"
"Zimbabwe","2001","Not applicable","Not applicable","Number","0.234974773108359"
"Zimbabwe","2000","Not applicable","Not applicable","Number","0.237032654566624"
"Zimbabwe","1996","Not applicable","Not applicable","Number","0.166646696837496"

